Rank,Artist,Song,Popularity,URL
10,Big Country,Porrohman,30,https://open.spotify.com/track/2VfYHJmz8jVkur4NLUpGMB
1,Gentle Giant,Proclamation,37,https://open.spotify.com/track/4Jn1rVpnfFfpuSBLDTNJv8
2,Gentle Giant,Aspirations,37,https://open.spotify.com/track/1u9nZLT2BFdTgtWxmQq0Mg
3,Gentle Giant,Nothing At All,36,https://open.spotify.com/track/2JUlUvPH2erBIezhIkPUrP
4,Gentle Giant,The Advent of Panurge - 2011 Remaster,28,https://open.spotify.com/track/3Z8tGcjElFgFZnga729G2m
5,Gentle Giant,Giant,35,https://open.spotify.com/track/6BtkbdGq2dKe2kXSjuBS0p
6,Gentle Giant,Pantagruel's Nativity,32,https://open.spotify.com/track/5ygfRsuvxriEa1e8FPLxlx
7,Gentle Giant,Funny Ways,31,https://open.spotify.com/track/634AfFiwV6FVLmrlDBsB1O
8,Gentle Giant,Playing the Game,30,https://open.spotify.com/track/4EmbBXY8ZrYg0y8WVCAIaD
9,Gentle Giant,Alucard,30,https://open.spotify.com/track/0Xw1hQC6aQ1AsDH0BIqui9
10,Gentle Giant,"The House, the Street, the Room - Steven Wilson Mix",30,https://open.spotify.com/track/5BQaO99nzFW9eknziTaNHE
1,DMX,X Gon' Give It To Ya,76,https://open.spotify.com/track/1zzxoZVylsna2BQB65Ppcb
2,DMX,Party Up,69,https://open.spotify.com/track/0LWkaEyQRkF0XAms8Bg1fC
3,DMX,Where The Hood At,68,https://open.spotify.com/track/6RUpJeXT6U4SPEafnr9Wr7
4,DMX,Ruff Ryders' Anthem,66,https://open.spotify.com/track/1BKT2I9x4RGKaKqW4up34s
5,DMX,Ruff Ryders' Anthem - Re-Recorded,63,https://open.spotify.com/track/32SFvZODywPBVDYSYtqxCj
6,DMX,Go To Sleep,62,https://open.spotify.com/track/66ezChUOWvgzRQAi3Ay1wt
7,DMX,What These Bitches Want,56,https://open.spotify.com/track/57kdeoYzgGaKzRWj4XM1u8
8,DMX,I Don't Dance,52,https://open.spotify.com/track/0d9iRVkb4ugBrAxR83PplQ
9,DMX,Slippin',55,https://open.spotify.com/track/740gNyGWKk98gy8nJLhHrv
10,DMX,How's It Goin' Down,53,https://open.spotify.com/track/4tkSJRlbhuVxYjvuIQaMcj
1,Sammy Hagar,Heavy Metal,58,https://open.spotify.com/track/1XxUDJp9zsjd6tBSvE3la4
2,Sammy Hagar,I Can't Drive 55,58,https://open.spotify.com/track/1MqGKtY9L5qjPi8s7gX645
3,Sammy Hagar,There's Only One Way To Rock,50,https://open.spotify.com/track/6DZVWULzIED39omfY6ZTFC
4,Sammy Hagar,Your Love Is Driving Me Crazy,49,https://open.spotify.com/track/3OghNV9ZOUbAj62CZptOEP
5,Sammy Hagar,Mas Tequila,48,https://open.spotify.com/track/4Xa5nCpSEWdvjhFXm9We1q
6,Sammy Hagar,I'll Fall In Love Again,45,https://open.spotify.com/track/5y9gFWBjJBLsVsVoj92Oee
7,Sammy Hagar,Three Lock Box,41,https://open.spotify.com/track/47hFbqM9aihAvz1FtWBv9f
8,Sammy Hagar,Boys' Night Out,38,https://open.spotify.com/track/1ASxHdOSWYHYXhTkaF4dGK
9,Sammy Hagar,Eagles Fly,38,https://open.spotify.com/track/1bTn7ONbArYvBBVjJA0uar
10,Sammy Hagar,Baby's On Fire,36,https://open.spotify.com/track/36DwqDbgWWn48i4Lc2Ncib
1,Slayer,Raining Blood,62,https://open.spotify.com/track/01Mpj13vURSO3cCLprPt5T
2,Slayer,South Of Heaven,55,https://open.spotify.com/track/1f2nJKg780VxYIveVq6Xej
3,Slayer,Angel Of Death,56,https://open.spotify.com/track/61dTqhd46yMkSWmC5LAh5F
4,Slayer,Seasons In The Abyss,51,https://open.spotify.com/track/59LtYLCNkesFkV3S4NhQyh
5,Slayer,Black Magic,54,https://open.spotify.com/track/4cJhBmeJ7KiBeuy7oxRnZ3
6,Slayer,Repentless,54,https://open.spotify.com/track/6W2KBpMMXW17r7dPyqi8Iu
7,Slayer,War Ensemble,47,https://open.spotify.com/track/7fSOpoZTwCmS8FON3g5M4O
8,Slayer,Disciple,49,https://open.spotify.com/track/0esBc6VgM4lFk3SOlL3Ys4
9,Slayer,World Painted Blood,51,https://open.spotify.com/track/4WFYHBYhFA6tmCRYKng2MB
10,Slayer,Dead Skin Mask,47,https://open.spotify.com/track/2L2XquxTZBmzzNBCPCzq0p
1,Rory Gallagher,Bad Penny,53,https://open.spotify.com/track/3DmHaJ9zYKj5Snos05lkVF
2,Rory Gallagher,I Fall Apart,50,https://open.spotify.com/track/4MqFHxNM8uM7UEW4t56nzU
3,Rory Gallagher,A Million Miles Away,49,https://open.spotify.com/track/30CnvMgamyV8oWQEwyCqsq
4,Rory Gallagher,Should've Learnt My Lesson - Deuce Session / Alternative Acoustic Take / 1971,47,https://open.spotify.com/track/3TLHIqYpEdtjivr3IN1dMB
5,Rory Gallagher,Shadow Play,44,https://open.spotify.com/track/15PTVLJS4Kczhnwl0FWFsh
6,Rory Gallagher,Philby,42,https://open.spotify.com/track/37Sw3XtSIBB6Q09XzXS0N1
7,Rory Gallagher,Moonchild,41,https://open.spotify.com/track/400XN4PpJ4sFByiegnHFZi
8,Rory Gallagher,Tattoo'd Lady,40,https://open.spotify.com/track/3qy4FZ9nzsjSmVOBMZCUed
9,Rory Gallagher,I'm Not Awake Yet,37,https://open.spotify.com/track/1bUnsxpEFIzu7mNpLXwdNg
10,Rory Gallagher,Going To My Hometown - Live,36,https://open.spotify.com/track/4ZVznADiyjkwLyCCHH2CYD
1,Tori Amos,Cornflake Girl,60,https://open.spotify.com/track/1300POeOaj8qho30FRHjgf
2,Tori Amos,Smells Like Teen Spirit - 2015 Remaster,54,https://open.spotify.com/track/1kWqRB6PHLM9QTfaXuHpIV
3,Tori Amos,Winter - 2015 Remaster,53,https://open.spotify.com/track/11dfOCV0oBxzZ9fi2PZhvS
4,Tori Amos,Professional Widow - Armand's Star Trunk Funkin' Mix - Radio Edit; 2016 Remaster,45,https://open.spotify.com/track/0MT7RXj7XwkyvA0e05fgo6
5,Tori Amos,Caught a Lite Sneeze - 2016 Remaster,48,https://open.spotify.com/track/2k2Nwz0FLUIKl7UyavRhjx
6,Tori Amos,Crucify,39,https://open.spotify.com/track/0W4BtjtJcS4G1WWgKo1XUD
7,Tori Amos,A Sorta Fairytale,43,https://open.spotify.com/track/7Kwmac3lkTQ8tPyAVQ0L8G
8,Tori Amos,Silent All These Years,42,https://open.spotify.com/track/3IZXUxoL1Q7yUj5mh3Tmqp
9,Tori Amos,Spark,39,https://open.spotify.com/track/7bG5NDhlrDel1aNofKPNf6
10,Tori Amos,Precious Things,34,https://open.spotify.com/track/2PAol2oDdGSHys8hc0gtLX
1,Sandy Denny,It'll Take A Long Time,43,https://open.spotify.com/track/5Hc8WIK7qgBQ2vRSn19gG6
2,Sandy Denny,Who Knows Where The Time Goes? - BBC Session - John Peel 11/9/73,38,https://open.spotify.com/track/0Adfl7F4StzQMrFgPcR5Ys
3,Sandy Denny,Milk and Honey - Alternate Take,29,https://open.spotify.com/track/1RgJZWpA8qrO5YTHhJEDeD
4,Sandy Denny,Tomorrow Is A Long Time,22,https://open.spotify.com/track/1YqqSsCAaoCQ2DsV6VSs8J
5,Sandy Denny,Rosie,26,https://open.spotify.com/track/3SyrHXPoSbnsccPzfpp2vE
6,Sandy Denny,Late November,24,https://open.spotify.com/track/16Y0Ubjxap4dcD5elBeFVJ
7,Sandy Denny,No End - Alternate Take,23,https://open.spotify.com/track/1Lic77cLsfQYRCF1oD6RSg
8,Sandy Denny,"Listen, Listen",22,https://open.spotify.com/track/69d9uXRFB6eiPMnI4QeRm4
9,Sandy Denny,Blackwaterside,19,https://open.spotify.com/track/6q5VUnx2i5vHMhCIF1OyCQ
10,Sandy Denny,Solo (Live),20,https://open.spotify.com/track/4VQ4auqHkYd2JGolNS6ZZt
1,Cheap Trick,I Want You to Want Me,71,https://open.spotify.com/track/1JkZg3eMQTmTn93E8Yd3UL
2,Cheap Trick,Surrender,69,https://open.spotify.com/track/2ccUQnjjNWT0rsNnsBpsCA
3,Cheap Trick,The Flame,62,https://open.spotify.com/track/528CAH5pTLq86oZ52fHifA
4,Cheap Trick,Ghost Town,54,https://open.spotify.com/track/4V3aY13j3FUamYQ16TpWyO
5,Cheap Trick,"Mighty Wings - From ""Top Gun"" Original Soundtrack",51,https://open.spotify.com/track/4rETMmjiQ7NL0KFCIZa5oV
6,Cheap Trick,Dream Police,52,https://open.spotify.com/track/1YiAY1oCmkFjUabQL9gos4
7,Cheap Trick,"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",47,https://open.spotify.com/track/6TBJCwgdhwkzjpSjdqJUHC
8,Cheap Trick,The Flame - Single Version,49,https://open.spotify.com/track/1pKubpcbRCOLY4wbvSDqzt
9,Cheap Trick,Hello There,45,https://open.spotify.com/track/0P1jQfRErBjgOSTbVKtCW7
10,Cheap Trick,Voices,44,https://open.spotify.com/track/3ao7thlAYIVPJw3e1u51PE
1,Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",77,https://open.spotify.com/track/3mRM4NM8iO7UBqrSigCQFH
2,Bee Gees,How Deep Is Your Love,77,https://open.spotify.com/track/2JoZzpdeP2G6Csfdq5aLXP
3,Bee Gees,"Night Fever - From ""Saturday Night Fever"" Soundtrack",72,https://open.spotify.com/track/5KgbyD2lQQlIupAaPjgiXg
4,Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",70,https://open.spotify.com/track/49OMJ1prsRA7ZYgrAjz70c
5,Bee Gees,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",68,https://open.spotify.com/track/2xiOdusRnZezQok1RgLNeS
6,Bee Gees,To Love Somebody,67,https://open.spotify.com/track/0mbS3VwRbO6HVBMPXnzOGA
7,Bee Gees,Stayin' Alive,66,https://open.spotify.com/track/4UDmDIqJIbrW0hMBQMFOsM
8,Bee Gees,Too Much Heaven,66,https://open.spotify.com/track/6T5GTy1l6dRmagqpNPjdoc
9,Bee Gees,I Started A Joke,65,https://open.spotify.com/track/36CKza28wMxYdjdzji7ine
10,Bee Gees,Tragedy,64,https://open.spotify.com/track/6UXXeFqMBGiqjkzQzkMT3E
1,New Edition,Can You Stand The Rain,60,https://open.spotify.com/track/1vbe9sh7U9vdMceAhitWr2
2,New Edition,If It Isn't Love,58,https://open.spotify.com/track/7JmPqImeW3kLoYVNBA9v11
3,New Edition,I'm Still In Love With You,52,https://open.spotify.com/track/46LEQkbfPT5x2ZanS3STg5
4,New Edition,Hit Me Off,52,https://open.spotify.com/track/0yNCFwihschpOwSgK31f2O
5,New Edition,Cool It Now,51,https://open.spotify.com/track/5LkcAjqj5NOctNGi2qUjlw
6,New Edition,Candy Girl,51,https://open.spotify.com/track/72OrfuJ9RxfLCoqAMeKHCZ
7,New Edition,Mr. Telephone Man,51,https://open.spotify.com/track/4DiNls6kFmF1ZittKsPsTc
8,New Edition,You're Not My Kind Of Girl,46,https://open.spotify.com/track/202QpSJo7inyEKWeARd5Ax
9,New Edition,Boys To Men,45,https://open.spotify.com/track/3jA9wIZHmiXWYAG06Dc8rp
10,New Edition,With You All The Way,41,https://open.spotify.com/track/53tgVAmOSWPLlV6AEOi77d
1,Florence + The Machine,Dog Days Are Over,69,https://open.spotify.com/track/1YLJVmuzeM2YSUkCCaTNUB
2,Florence + The Machine,You've Got The Love,60,https://open.spotify.com/track/6u9RqxALwkjJ1ukB1y8vuP
3,Florence + The Machine,Shake It Out,63,https://open.spotify.com/track/4lY95OMGb9WxP6IYut64ir
4,Florence + The Machine,Hunger,66,https://open.spotify.com/track/6Ju28M6P8Y8sLjBgWjyUUD
5,Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,52,https://open.spotify.com/track/1c478uMN61yF2JOXXEtsdw
6,Florence + The Machine,Jenny of Oldstones (Game of Thrones),64,https://open.spotify.com/track/1u0THw5xaGd7sYzJEh48Lt
7,Florence + The Machine,Never Let Me Go,55,https://open.spotify.com/track/6cC9RY7MoUx5z3aHjDTNI6
8,Florence + The Machine,Stand By Me,62,https://open.spotify.com/track/5XSU59wtE5CRCAEyHmmGy4
9,Florence + The Machine,Cosmic Love,59,https://open.spotify.com/track/0CSTvWUps1YmpQoXXay9ol
10,Florence + The Machine,Sky Full Of Song,61,https://open.spotify.com/track/64fzn2ewOdSH57wrxTPGov
1,Frank Sinatra,Fly Me To The Moon (In Other Words),74,https://open.spotify.com/track/5b7OgznPJJr1vHNYGyvxau
2,Frank Sinatra,That's Life,73,https://open.spotify.com/track/4FmCUATNIarCQh72JYdvnm
3,Frank Sinatra,My Way,72,https://open.spotify.com/track/3spdoTYpuCpmq19tuD0bOe
4,Frank Sinatra,Come Fly With Me - Remastered,69,https://open.spotify.com/track/4hHbeIIKO5Y5uLyIEbY9Gn
5,Frank Sinatra,Somethin' Stupid,69,https://open.spotify.com/track/4feXcsElKIVsGwkbnTHAfV
6,Frank Sinatra,I've Got You Under My Skin - Remastered 1998,67,https://open.spotify.com/track/3aEJMh1cXKEjgh52claxQp
7,Frank Sinatra,"Theme From New York, New York",66,https://open.spotify.com/track/4ODWgs1CVAZKDbryEodjiz
8,Frank Sinatra,Strangers In The Night,66,https://open.spotify.com/track/74VR3AkGPhbYXnxcOYa16x
9,Frank Sinatra,You Make Me Feel So Young - Remastered 1998,65,https://open.spotify.com/track/2WaYW84yWij5NSCpgSeU2R
10,Frank Sinatra,The Way You Look Tonight,62,https://open.spotify.com/track/0elmUoU7eMPwZX1Mw1MnQo
1,Frankie Goes To Hollywood,Relax,69,https://open.spotify.com/track/2K22nUTdyr48JDwI5t906t
2,Frankie Goes To Hollywood,The Power Of Love,62,https://open.spotify.com/track/1GbyYL0B0Mjn3kSbrEwKKI
3,Frankie Goes To Hollywood,Two Tribes,56,https://open.spotify.com/track/5NN5MQyE3Lo91zAEHpGa7S
4,Frankie Goes To Hollywood,Welcome To The Pleasuredome,48,https://open.spotify.com/track/6PF0WYSCH6OhGKHRHOQSxG
5,Frankie Goes To Hollywood,Born To Run,41,https://open.spotify.com/track/3zGtocYYgadnbiJXLqoOib
6,Frankie Goes To Hollywood,Relax - New York Mix,41,https://open.spotify.com/track/008gS3ob2GZv3e9fkWQ1k7
7,Frankie Goes To Hollywood,Two Tribes,38,https://open.spotify.com/track/7LHLAh80SJx1L3QdnMGaAD
8,Frankie Goes To Hollywood,San Jose,38,https://open.spotify.com/track/6fa5KJ55zCgNfyEHVhoPrx
9,Frankie Goes To Hollywood,War,38,https://open.spotify.com/track/5ZtUnSJimPIyx0PTFzS5gL
10,Frankie Goes To Hollywood,Welcome To The Pleasuredome - Pleasurefix Mix,37,https://open.spotify.com/track/3cFREflP5vEvSW8ywctn0B
1,Saint Etienne,Only Love Can Break Your Heart,51,https://open.spotify.com/track/2l2JonC9Mmrqs5sC7G0SlD
2,Saint Etienne,Nothing Can Stop Us,46,https://open.spotify.com/track/3izKffzHXSwXdhtJ9DasZU
3,Saint Etienne,He's on the Phone,41,https://open.spotify.com/track/4k8kNOJS39aAQYyiWCqh8E
4,Saint Etienne,You're in a Bad Way,27,https://open.spotify.com/track/2hBc9RKPN7UjlFxffkIFmq
5,Saint Etienne,Only Love Can Break Your Heart - Andrew Weatherall Mix,38,https://open.spotify.com/track/1eBCqRTfuaoki3C9W4hKal
6,Saint Etienne,Spring,38,https://open.spotify.com/track/2caDMtjF01GlxCU7yHUdhu
7,Saint Etienne,Filthy,35,https://open.spotify.com/track/7orcUzC9XNGAzumqpLKlMN
8,Saint Etienne,Only Love Can Break Your Heart - Masters at Work Mix,35,https://open.spotify.com/track/6dabxUHfoWkMBh5cAnfAtj
9,Saint Etienne,The Way We Live Now,34,https://open.spotify.com/track/0hDzEhgvz5f3noRZE2GLfs
10,Saint Etienne,Sun In My Morning,34,https://open.spotify.com/track/7klscAb4n7vnFRISesYcwI
1,The Cadillac Three,Hard Out Here For A Country Boy,54,https://open.spotify.com/track/0Mt1EgjhezhBXd1WUmsWhn
2,The Cadillac Three,Crackin’ Cold Ones With The Boys,54,https://open.spotify.com/track/0gZ1uQFBw8TOp4R7yPp3Vp
3,The Cadillac Three,White Lightning,50,https://open.spotify.com/track/0zRnho1YgX5TSWDAxGcxBW
4,The Cadillac Three,Dirt Road Nights,50,https://open.spotify.com/track/4eb6X1EZbOjC0kjy3ethFk
5,The Cadillac Three,Slow Rollin',49,https://open.spotify.com/track/52FOkM2lmc1fXkzj9BULfO
6,The Cadillac Three,Take Me To The Bottom,49,https://open.spotify.com/track/0ImZZiL257PXH7wB2M8wvY
7,The Cadillac Three,The Jam,49,https://open.spotify.com/track/5YUddRPJ6RHcr9HqD4JZrm
8,The Cadillac Three,The South,49,https://open.spotify.com/track/0GprdmOqisROSOLNT9qwFf
9,The Cadillac Three,Back Home,48,https://open.spotify.com/track/4zN6uUbMJvGY3URLgnbklp
10,The Cadillac Three,Long After Last Call,47,https://open.spotify.com/track/1F8IjCSpU2i2JuBaAjasOJ
1,The Velvet Underground,Pale Blue Eyes,69,https://open.spotify.com/track/11VwZwNF29HrqwalYUMitb
2,The Velvet Underground,Oh! Sweet Nuthin' - 2015 Remastered,67,https://open.spotify.com/track/0i19MAZbyn8uTir7FprXId
3,The Velvet Underground,Sunday Morning,66,https://open.spotify.com/track/11607FzqoipskTsXrwEHnJ
4,The Velvet Underground,Sweet Jane - Full Length 2015 Remastered,65,https://open.spotify.com/track/3cw3Z7mS55gd3NUjh4k0bL
5,The Velvet Underground,Rock & Roll - 2015 Remastered Full Length Version,62,https://open.spotify.com/track/1o6DclZHw0HomxXEQR1ijX
6,The Velvet Underground,I'm Waiting For The Man,61,https://open.spotify.com/track/3fElupNRLRJ0tbUDahPrAb
7,The Velvet Underground,Heroin,61,https://open.spotify.com/track/5by3w3NXvwDpV9FBSOR35u
8,The Velvet Underground,Venus In Furs,59,https://open.spotify.com/track/29engDqjmMr3VLqMm0c0WE
9,The Velvet Underground,Who Loves The Sun - 2015 Remastered,58,https://open.spotify.com/track/1rJi8cf8OWsrX4CqBnMSoQ
10,The Velvet Underground,Femme Fatale,58,https://open.spotify.com/track/3PG7BAJG9WkmNOJOlc4uAo
1,Robert Plant,Big Log - 2006 Remaster,57,https://open.spotify.com/track/7257drAN3eTtaaUUPw95B3
2,Robert Plant,29 Palms - 2006 Remaster,54,https://open.spotify.com/track/5hrsqusQlSqlWpvtjJpxPq
3,Robert Plant,In the Mood - 2006 Remaster,51,https://open.spotify.com/track/1fOrdq5lDitklPno27DeHV
4,Robert Plant,If I Were a Carpenter - 2006 Remaster,49,https://open.spotify.com/track/1zU2sDGmJUNhr5z0EXuVcV
5,Robert Plant,The May Queen,46,https://open.spotify.com/track/0NrWlujfMeGgRlWRJi00zL
6,Robert Plant,Killing the Blues,44,https://open.spotify.com/track/3KIoiyLwNxqHMfmlPFgDEG
7,Robert Plant,Ship of Fools - 2006 Remaster,44,https://open.spotify.com/track/6X2rYNgBbEghiWyexcbldt
8,Robert Plant,Gone Gone Gone (Done Moved On),43,https://open.spotify.com/track/7MRw8W5jZoG0SNNcHLgkEO
9,Robert Plant,Tall Cool One - 2006 Remaster,41,https://open.spotify.com/track/6vejDalRlBqPrr7s3iwi9U
10,Robert Plant,Ever Fallen in Love (With Someone You Shouldn't've)?,41,https://open.spotify.com/track/4cHvNUjD8pzO8qNR8P5Gwl
1,Eddie Cochran,Summertime Blues,61,https://open.spotify.com/track/3oAWTk92mZBxKBOKf8mR5v
2,Eddie Cochran,C’Mon Everybody,54,https://open.spotify.com/track/7ItZM6DMZE2m1X7yIaRxjq
3,Eddie Cochran,Three Steps To Heaven - Single Version,47,https://open.spotify.com/track/5bFOycHjbUpUWJusyUdBZV
4,Eddie Cochran,Somethin' Else,43,https://open.spotify.com/track/58Genya9wsQXqfiCYdd5qT
5,Eddie Cochran,Twenty Flight Rock,43,https://open.spotify.com/track/0Lx4qHJ7ZBoSZvc704wsDd
6,Eddie Cochran,Cut Across Shorty,32,https://open.spotify.com/track/7DYbsqyCHJxBXAUvXyYQ6T
7,Eddie Cochran,"Jeanie, Jeanie, Jeanie",31,https://open.spotify.com/track/5PfH8VbWmKJaRWzhduaDaO
8,Eddie Cochran,Nervous Breakdown,31,https://open.spotify.com/track/2I21F1RGYjXbrQDEmfKAiw
9,Eddie Cochran,Skinny Jim,29,https://open.spotify.com/track/07JOGpEHBICoVjcIjF4ROY
10,Eddie Cochran,Long Tall Sally,29,https://open.spotify.com/track/2p0sOIlRXfKFJYuvOFtfpN
1,LL Cool J,Mama Said Knock You Out,63,https://open.spotify.com/track/6C7ZgThn6Yan5MTZdAEEFw
2,LL Cool J,Doin' It,62,https://open.spotify.com/track/4WMBl2wiGUSGa5C7tfQEAo
3,LL Cool J,Hey Lover,60,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
4,LL Cool J,Around The Way Girl,54,https://open.spotify.com/track/6jL1SnyXcXiKOmw4M2RnmT
5,LL Cool J,Headsprung,55,https://open.spotify.com/track/1GIN41bLhiKeEPeC2vXH8i
6,LL Cool J,Loungin (Who Do Ya Luv) - Remix,54,https://open.spotify.com/track/0UN5OvKlbg06LnZyVk48ll
7,LL Cool J,Going Back To Cali,53,https://open.spotify.com/track/4Fkr6zTAxsXbG9kG8ISqos
8,LL Cool J,Luv U Better,53,https://open.spotify.com/track/0HJYzGavqzjiKMmm4F0UZv
9,LL Cool J,Phenomenon,52,https://open.spotify.com/track/7Jc0l11j0Ehx6smWHqDXtX
10,LL Cool J,Rock The Bells,51,https://open.spotify.com/track/4F4neui0edP1ozygvFiCi7
1,Martha Reeves & The Vandellas,Dancing In The Street,68,https://open.spotify.com/track/6rLqjzGV5VMLDWEnuUqi8q
2,Martha Reeves & The Vandellas,(Love Is Like A) Heat Wave,63,https://open.spotify.com/track/3VgrSJEKBRT3xmwzpaxxEF
3,Martha Reeves & The Vandellas,Nowhere To Run,61,https://open.spotify.com/track/1WPqawIF9HCKfSOt7mN6X0
4,Martha Reeves & The Vandellas,Jimmy Mack,55,https://open.spotify.com/track/7N3UAu6FkwdBg9J7OONBBP
5,Martha Reeves & The Vandellas,I Say A Little Prayer,39,https://open.spotify.com/track/4hdNtxRuhVgewZuIJRIs7A
6,Martha Reeves & The Vandellas,Heat Wave - Stereo Mix With Fade,38,https://open.spotify.com/track/6o8wm1w9wqOui0rZ2fyfQk
7,Martha Reeves & The Vandellas,It's Easy To Fall In Love (With A Guy Like You),30,https://open.spotify.com/track/22FxgInENXnbBjjARZ1nIv
8,Martha Reeves & The Vandellas,You've Been In Love Too Long - Single Version,16,https://open.spotify.com/track/4Ig4vq3GJwqH6iME0OZnkM
9,Martha Reeves & The Vandellas,I Should Be Proud,33,https://open.spotify.com/track/2nxSAQBvF6gDIwZmG6B9nO
10,Martha Reeves & The Vandellas,Come And Get These Memories,33,https://open.spotify.com/track/5gwvsIrTVL4F76tn9xEhQ3
1,Underworld,Born Slippy (Nuxx),65,https://open.spotify.com/track/7xQYVjs4wZNdCwO0EeAWMC
2,Underworld,Born Slippy (Nuxx) - Radio Edit,55,https://open.spotify.com/track/3bUNyRrTFJDd4mqvUcb1Aa
3,Underworld,8 Ball,52,https://open.spotify.com/track/1tnhrn0zNTQGbo77wNwy44
4,Underworld,Jumbo,51,https://open.spotify.com/track/3VIMS1p3sNifH0RQnmDf7s
5,Underworld,Cowgirl - Remastered,49,https://open.spotify.com/track/5nDndZX9lrYjAS4d1aWFxM
6,Underworld,Two Months Off,47,https://open.spotify.com/track/4zI0wuANmj9DNkBOgXU5Wh
7,Underworld,Sola Sistim,43,https://open.spotify.com/track/4hWuNTCyQeQkzBPjjVE9rX
8,Underworld,Underneath the Radar,43,https://open.spotify.com/track/1UPJoPSCpOzYcRBq5nc586
9,Underworld,Dark And Long - Dark Train,43,https://open.spotify.com/track/5u67VJ8GAhnkFA1FolVhD0
10,Underworld,Rez - Remastered,43,https://open.spotify.com/track/1a6ktLZUBl9Ep9t8Qkz7Tj
1,Jr. Walker & The All Stars,How Sweet It Is (To Be Loved By You),63,https://open.spotify.com/track/5Rb211KhnOhLLXPpt8awxU
2,Jr. Walker & The All Stars,Shotgun,58,https://open.spotify.com/track/6VzM9C7CXyn1BQdgTJVqDx
3,Jr. Walker & The All Stars,(I'm A) Road Runner,47,https://open.spotify.com/track/5llZqDjRHnn5pAUswFqQCf
4,Jr. Walker & The All Stars,Ain't That The Truth,41,https://open.spotify.com/track/1QUUxbAcKX8qtG2dyFaO5j
5,Jr. Walker & The All Stars,Shotgun - Extended Stereo Mix 2005,40,https://open.spotify.com/track/7Fnw86Fun6yjOhDIYKjKg2
6,Jr. Walker & The All Stars,What Does It Take (To Win Your Love),40,https://open.spotify.com/track/6cYwfbMdQnLCFW8u9cgKaC
7,Jr. Walker & The All Stars,Shake And Fingerpop,39,https://open.spotify.com/track/10EeysK2xPjkUT7DxPAKFG
8,Jr. Walker & The All Stars,Cleo's Mood,38,https://open.spotify.com/track/43YABWyEDz7auf9nW9j9hf
9,Jr. Walker & The All Stars,Tally Ho!,36,https://open.spotify.com/track/1uQSB7PzXVzQ9p0ytvf0du
10,Jr. Walker & The All Stars,Gotta Hold On To This Feeling,35,https://open.spotify.com/track/2dlVeyhP1kM1xdfJGN6gpG
1,Drake,Money In The Grave (Drake ft. Rick Ross),86,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
2,Drake,Purple Lamborghini (with Rick Ross),72,https://open.spotify.com/track/6JyuJFedEvPmdWQW0PkbGJ
3,Drake,Gold Roses (feat. Drake),67,https://open.spotify.com/track/1rX5L6pyl3rVWb55D8Cprr
4,Drake,Hustlin',67,https://open.spotify.com/track/3hQCHzkE5oSA3F1xM8bpcM
